Species ID,Common Name,Scientific Name,Family,Category,Status,Elevation Min,Elevation Max,Sensitivity
flora-1384,"Campion (Silene sp.)","Silene specio-1384","Plant Family","Herb",LC,1402,3066,low
flora-1385,"Willowherb (Epilobium sp.)","Epilobium specio-1385","Plant Family","Herb",LC,1055,2300,low
flora-1386,"Buttercup (Ranunculus sp.)","Ranunculus specio-1386","Plant Family","Herb",LC,1000,1799,low
flora-1387,"Monkshood (Aconitum sp.)","Aconitum specio-1387","Plant Family","Herb",LC,1790,2594,low
flora-1388,"Windflower (Anemone sp.)","Anemone specio-1388","Plant Family","Herb",LC,1488,2226,low
flora-1389,"Knotweed (Polygonum sp.)","Polygonum specio-1389","Plant Family","Herb",LC,1000,1985,low
flora-1390,"Barberry (Berberis sp.)","Berberis specio-1390","Plant Family","Shrub",LC,1005,1943,low
flora-1391,"Rhododendron (Rhododendron sp.)","Rhododendron specio-1391","Plant Family","Shrub/Tree",LC,1528,3159,low
flora-1392,"Pine (Pinus sp.)","Pinus specio-1392","Plant Family","Tree",LC,1000,2062,low
flora-1393,"Fir (Abies sp.)","Abies specio-1393","Plant Family","Tree",VU,1362,2362,medium
flora-1394,"Spruce (Picea sp.)","Picea specio-1394","Plant Family","Tree",LC,1692,3844,low
flora-1395,"Juniper (Juniperus sp.)","Juniperus specio-1395","Plant Family","Tree/Shrub",NT,2077,4178,low
flora-1396,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-1396","Plant Family","Herb/Shrub",LC,1088,2197,low
flora-1397,"Saw-wort (Saussurea sp.)","Saussurea specio-1397","Plant Family","Alpine Herb",LC,1756,3485,low
flora-1398,"Fescue Grass (Festuca sp.)","Festuca specio-1398","Plant Family","Grass",LC,1258,1886,low
flora-1399,"Bluegrass (Poa sp.)","Poa specio-1399","Plant Family","Grass",LC,1313,2938,low
flora-1400,"Feather Grass (Stipa sp.)","Stipa specio-1400","Plant Family","Grass",NT,1591,2385,low
flora-1401,"Cinquefoil (Potentilla sp.)","Potentilla specio-1401","Plant Family","Herb",NT,1576,3258,low
flora-1402,"Wild Rose (Rosa sp.)","Rosa specio-1402","Plant Family","Shrub",LC,1368,3624,low
flora-1403,"Bramble/Raspberry (Rubus sp.)","Rubus specio-1403","Plant Family","Shrub/Climber",LC,1000,2172,low
flora-1404,"Primrose (Primula sp.)","Primula specio-1404","Plant Family","Alpine Herb",LC,1239,3276,low
flora-1405,"Rock Jasmine (Androsace sp.)","Androsace specio-1405","Plant Family","Alpine Herb",NT,2738,3976,low
flora-1406,"Gentian (Gentiana sp.)","Gentiana specio-1406","Plant Family","Alpine Herb",LC,2031,3479,low
flora-1407,"Catmint (Nepeta sp.)","Nepeta specio-1407","Plant Family","Herb",NT,1416,2032,low
flora-1408,"Sage (Salvia sp.)","Salvia specio-1408","Plant Family","Herb",LC,1274,2962,low
flora-1409,"Milkvetch (Astragalus sp.)","Astragalus specio-1409","Plant Family","Herb/Shrub",NT,1278,2960,low
flora-1410,"Sedge (Carex sp.)","Carex specio-1410","Plant Family","Sedge",LC,1000,1950,low
flora-1411,"Bog Sedge (Kobresia sp.)","Kobresia specio-1411","Plant Family","Sedge",LC,1610,3084,low
flora-1412,"Willow (Salix sp.)","Salix specio-1412","Plant Family","Tree/Shrub",LC,1000,3133,low
flora-1413,"Corydalis (Corydalis sp.)","Corydalis specio-1413","Plant Family","Herb",LC,1711,2840,low
flora-1414,"Lousewort (Pedicularis sp.)","Pedicularis specio-1414","Plant Family","Herb",LC,2287,3415,low
flora-1415,"Campion (Silene sp.)","Silene specio-1415","Plant Family","Herb",CR,1379,2224,critical
flora-1416,"Willowherb (Epilobium sp.)","Epilobium specio-1416","Plant Family","Herb",LC,1126,3560,low
flora-1417,"Buttercup (Ranunculus sp.)","Ranunculus specio-1417","Plant Family","Herb",LC,1000,3397,low
flora-1418,"Monkshood (Aconitum sp.)","Aconitum specio-1418","Plant Family","Herb",NT,1604,2996,low
flora-1419,"Windflower (Anemone sp.)","Anemone specio-1419","Plant Family","Herb",NT,1909,3999,low
flora-1420,"Knotweed (Polygonum sp.)","Polygonum specio-1420","Plant Family","Herb",LC,1000,2856,low
flora-1421,"Barberry (Berberis sp.)","Berberis specio-1421","Plant Family","Shrub",LC,1192,3142,low
flora-1422,"Rhododendron (Rhododendron sp.)","Rhododendron specio-1422","Plant Family","Shrub/Tree",NT,1198,2755,low
flora-1423,"Pine (Pinus sp.)","Pinus specio-1423","Plant Family","Tree",VU,1000,3428,medium
flora-1424,"Fir (Abies sp.)","Abies specio-1424","Plant Family","Tree",LC,1675,4156,low
flora-1425,"Spruce (Picea sp.)","Picea specio-1425","Plant Family","Tree",LC,1447,3456,low
flora-1426,"Juniper (Juniperus sp.)","Juniperus specio-1426","Plant Family","Tree/Shrub",LC,1002,2971,low
flora-1427,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-1427","Plant Family","Herb/Shrub",NT,1354,1860,low
flora-1428,"Saw-wort (Saussurea sp.)","Saussurea specio-1428","Plant Family","Alpine Herb",CR,2347,3275,critical
flora-1429,"Fescue Grass (Festuca sp.)","Festuca specio-1429","Plant Family","Grass",LC,1055,1987,low
flora-1430,"Bluegrass (Poa sp.)","Poa specio-1430","Plant Family","Grass",LC,1144,2980,low
flora-1431,"Feather Grass (Stipa sp.)","Stipa specio-1431","Plant Family","Grass",NT,2187,4601,low
flora-1432,"Cinquefoil (Potentilla sp.)","Potentilla specio-1432","Plant Family","Herb",LC,1596,3571,low
flora-1433,"Wild Rose (Rosa sp.)","Rosa specio-1433","Plant Family","Shrub",LC,1220,2313,low
flora-1434,"Bramble/Raspberry (Rubus sp.)","Rubus specio-1434","Plant Family","Shrub/Climber",NT,1000,3020,low
flora-1435,"Primrose (Primula sp.)","Primula specio-1435","Plant Family","Alpine Herb",LC,2267,3502,low
flora-1436,"Rock Jasmine (Androsace sp.)","Androsace specio-1436","Plant Family","Alpine Herb",NT,1618,3591,low
flora-1437,"Gentian (Gentiana sp.)","Gentiana specio-1437","Plant Family","Alpine Herb",LC,1623,3192,low
flora-1438,"Catmint (Nepeta sp.)","Nepeta specio-1438","Plant Family","Herb",LC,1353,2761,low
flora-1439,"Sage (Salvia sp.)","Salvia specio-1439","Plant Family","Herb",LC,1242,2327,low
flora-1440,"Milkvetch (Astragalus sp.)","Astragalus specio-1440","Plant Family","Herb/Shrub",EN,1006,3177,high
flora-1441,"Sedge (Carex sp.)","Carex specio-1441","Plant Family","Sedge",LC,1000,1557,low
flora-1442,"Bog Sedge (Kobresia sp.)","Kobresia specio-1442","Plant Family","Sedge",NT,2015,3778,low
flora-1443,"Willow (Salix sp.)","Salix specio-1443","Plant Family","Tree/Shrub",LC,1000,2788,low
flora-1444,"Corydalis (Corydalis sp.)","Corydalis specio-1444","Plant Family","Herb",LC,1257,3086,low
flora-1445,"Lousewort (Pedicularis sp.)","Pedicularis specio-1445","Plant Family","Herb",LC,1332,3185,low
flora-1446,"Campion (Silene sp.)","Silene specio-1446","Plant Family","Herb",VU,1326,2789,medium
flora-1447,"Willowherb (Epilobium sp.)","Epilobium specio-1447","Plant Family","Herb",LC,1017,2291,low
flora-1448,"Buttercup (Ranunculus sp.)","Ranunculus specio-1448","Plant Family","Herb",LC,1000,1788,low
flora-1449,"Monkshood (Aconitum sp.)","Aconitum specio-1449","Plant Family","Herb",CR,1298,3730,critical
flora-1450,"Windflower (Anemone sp.)","Anemone specio-1450","Plant Family","Herb",VU,1643,2617,medium
flora-1451,"Knotweed (Polygonum sp.)","Polygonum specio-1451","Plant Family","Herb",LC,1000,1670,low
flora-1452,"Barberry (Berberis sp.)","Berberis specio-1452","Plant Family","Shrub",NT,1050,3109,low
flora-1453,"Rhododendron (Rhododendron sp.)","Rhododendron specio-1453","Plant Family","Shrub/Tree",LC,1995,3056,low
flora-1454,"Pine (Pinus sp.)","Pinus specio-1454","Plant Family","Tree",LC,1000,2085,low
flora-1455,"Fir (Abies sp.)","Abies specio-1455","Plant Family","Tree",LC,1295,3300,low
flora-1456,"Spruce (Picea sp.)","Picea specio-1456","Plant Family","Tree",EN,1246,2671,high
flora-1457,"Juniper (Juniperus sp.)","Juniperus specio-1457","Plant Family","Tree/Shrub",LC,2119,4436,low
flora-1458,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-1458","Plant Family","Herb/Shrub",LC,1335,3223,low
flora-1459,"Saw-wort (Saussurea sp.)","Saussurea specio-1459","Plant Family","Alpine Herb",LC,1570,2399,low
flora-1460,"Fescue Grass (Festuca sp.)","Festuca specio-1460","Plant Family","Grass",LC,1211,2806,low
flora-1461,"Bluegrass (Poa sp.)","Poa specio-1461","Plant Family","Grass",VU,1375,2917,medium
flora-1462,"Feather Grass (Stipa sp.)","Stipa specio-1462","Plant Family","Grass",LC,2212,3438,low
flora-1463,"Cinquefoil (Potentilla sp.)","Potentilla specio-1463","Plant Family","Herb",LC,1931,4353,low
flora-1464,"Wild Rose (Rosa sp.)","Rosa specio-1464","Plant Family","Shrub",LC,1104,2938,low
flora-1465,"Bramble/Raspberry (Rubus sp.)","Rubus specio-1465","Plant Family","Shrub/Climber",LC,1000,2449,low
flora-1466,"Primrose (Primula sp.)","Primula specio-1466","Plant Family","Alpine Herb",LC,2476,4647,low
flora-1467,"Rock Jasmine (Androsace sp.)","Androsace specio-1467","Plant Family","Alpine Herb",LC,1744,3330,low
flora-1468,"Gentian (Gentiana sp.)","Gentiana specio-1468","Plant Family","Alpine Herb",LC,1784,3871,low
flora-1469,"Catmint (Nepeta sp.)","Nepeta specio-1469","Plant Family","Herb",LC,1360,2764,low
flora-1470,"Sage (Salvia sp.)","Salvia specio-1470","Plant Family","Herb",LC,1032,2963,low
flora-1471,"Milkvetch (Astragalus sp.)","Astragalus specio-1471","Plant Family","Herb/Shrub",LC,1212,2368,low
flora-1472,"Sedge (Carex sp.)","Carex specio-1472","Plant Family","Sedge",LC,1000,2622,low
flora-1473,"Bog Sedge (Kobresia sp.)","Kobresia specio-1473","Plant Family","Sedge",LC,2636,4127,low
flora-1474,"Willow (Salix sp.)","Salix specio-1474","Plant Family","Tree/Shrub",LC,1000,1705,low
flora-1475,"Corydalis (Corydalis sp.)","Corydalis specio-1475","Plant Family","Herb",LC,1594,4027,low
flora-1476,"Lousewort (Pedicularis sp.)","Pedicularis specio-1476","Plant Family","Herb",LC,1540,3522,low
flora-1477,"Campion (Silene sp.)","Silene specio-1477","Plant Family","Herb",LC,1090,2578,low
flora-1478,"Willowherb (Epilobium sp.)","Epilobium specio-1478","Plant Family","Herb",LC,1305,2433,low
flora-1479,"Buttercup (Ranunculus sp.)","Ranunculus specio-1479","Plant Family","Herb",LC,1000,3426,low
flora-1480,"Monkshood (Aconitum sp.)","Aconitum specio-1480","Plant Family","Herb",LC,1582,3917,low
flora-1481,"Windflower (Anemone sp.)","Anemone specio-1481","Plant Family","Herb",LC,1551,3117,low
flora-1482,"Knotweed (Polygonum sp.)","Polygonum specio-1482","Plant Family","Herb",LC,1000,1809,low
flora-1483,"Barberry (Berberis sp.)","Berberis specio-1483","Plant Family","Shrub",LC,1365,3075,low
flora-1484,"Rhododendron (Rhododendron sp.)","Rhododendron specio-1484","Plant Family","Shrub/Tree",LC,1673,2249,low
flora-1485,"Pine (Pinus sp.)","Pinus specio-1485","Plant Family","Tree",LC,1000,1682,low
flora-1486,"Fir (Abies sp.)","Abies specio-1486","Plant Family","Tree",LC,1796,2351,low
flora-1487,"Spruce (Picea sp.)","Picea specio-1487","Plant Family","Tree",LC,1414,2861,low
flora-1488,"Juniper (Juniperus sp.)","Juniperus specio-1488","Plant Family","Tree/Shrub",LC,1086,2529,low
flora-1489,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-1489","Plant Family","Herb/Shrub",LC,1203,2116,low
flora-1490,"Saw-wort (Saussurea sp.)","Saussurea specio-1490","Plant Family","Alpine Herb",LC,2903,4486,low
flora-1491,"Fescue Grass (Festuca sp.)","Festuca specio-1491","Plant Family","Grass",LC,1296,2831,low
flora-1492,"Bluegrass (Poa sp.)","Poa specio-1492","Plant Family","Grass",LC,1276,2153,low
flora-1493,"Feather Grass (Stipa sp.)","Stipa specio-1493","Plant Family","Grass",LC,1940,4386,low
flora-1494,"Cinquefoil (Potentilla sp.)","Potentilla specio-1494","Plant Family","Herb",LC,1330,3097,low
flora-1495,"Wild Rose (Rosa sp.)","Rosa specio-1495","Plant Family","Shrub",LC,1254,3505,low
flora-1496,"Bramble/Raspberry (Rubus sp.)","Rubus specio-1496","Plant Family","Shrub/Climber",VU,1000,2254,medium
flora-1497,"Primrose (Primula sp.)","Primula specio-1497","Plant Family","Alpine Herb",NT,1827,4313,low
flora-1498,"Rock Jasmine (Androsace sp.)","Androsace specio-1498","Plant Family","Alpine Herb",LC,1417,2654,low
flora-1499,"Gentian (Gentiana sp.)","Gentiana specio-1499","Plant Family","Alpine Herb",LC,1969,4146,low
flora-1500,"Catmint (Nepeta sp.)","Nepeta specio-1500","Plant Family","Herb",LC,1421,2632,low
flora-1501,"Sage (Salvia sp.)","Salvia specio-1501","Plant Family","Herb",VU,1256,3292,medium
flora-1502,"Milkvetch (Astragalus sp.)","Astragalus specio-1502","Plant Family","Herb/Shrub",LC,1024,3190,low
flora-1503,"Sedge (Carex sp.)","Carex specio-1503","Plant Family","Sedge",LC,1000,2181,low
flora-1504,"Bog Sedge (Kobresia sp.)","Kobresia specio-1504","Plant Family","Sedge",LC,2477,3998,low
flora-1505,"Willow (Salix sp.)","Salix specio-1505","Plant Family","Tree/Shrub",LC,1000,2827,low
flora-1506,"Corydalis (Corydalis sp.)","Corydalis specio-1506","Plant Family","Herb",CR,1843,3255,critical
flora-1507,"Lousewort (Pedicularis sp.)","Pedicularis specio-1507","Plant Family","Herb",LC,1373,3707,low
flora-1508,"Campion (Silene sp.)","Silene specio-1508","Plant Family","Herb",LC,1017,3247,low
flora-1509,"Willowherb (Epilobium sp.)","Epilobium specio-1509","Plant Family","Herb",VU,1283,3671,medium
flora-1510,"Buttercup (Ranunculus sp.)","Ranunculus specio-1510","Plant Family","Herb",LC,1000,2719,low
flora-1511,"Monkshood (Aconitum sp.)","Aconitum specio-1511","Plant Family","Herb",NT,2428,4841,low
flora-1512,"Windflower (Anemone sp.)","Anemone specio-1512","Plant Family","Herb",LC,1096,3137,low
flora-1513,"Knotweed (Polygonum sp.)","Polygonum specio-1513","Plant Family","Herb",LC,1000,3078,low
flora-1514,"Barberry (Berberis sp.)","Berberis specio-1514","Plant Family","Shrub",LC,1152,2973,low
flora-1515,"Rhododendron (Rhododendron sp.)","Rhododendron specio-1515","Plant Family","Shrub/Tree",LC,1127,3553,low
flora-1516,"Pine (Pinus sp.)","Pinus specio-1516","Plant Family","Tree",LC,1000,2267,low
flora-1517,"Fir (Abies sp.)","Abies specio-1517","Plant Family","Tree",LC,1155,2910,low
flora-1518,"Spruce (Picea sp.)","Picea specio-1518","Plant Family","Tree",LC,1450,2112,low
flora-1519,"Juniper (Juniperus sp.)","Juniperus specio-1519","Plant Family","Tree/Shrub",LC,2456,3861,low
flora-1520,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-1520","Plant Family","Herb/Shrub",LC,1181,3434,low
flora-1521,"Saw-wort (Saussurea sp.)","Saussurea specio-1521","Plant Family","Alpine Herb",VU,2704,4914,medium
flora-1522,"Fescue Grass (Festuca sp.)","Festuca specio-1522","Plant Family","Grass",LC,1034,1850,low
flora-1523,"Bluegrass (Poa sp.)","Poa specio-1523","Plant Family","Grass",LC,1295,2721,low
flora-1524,"Feather Grass (Stipa sp.)","Stipa specio-1524","Plant Family","Grass",LC,2351,3520,low
flora-1525,"Cinquefoil (Potentilla sp.)","Potentilla specio-1525","Plant Family","Herb",LC,1797,3171,low
flora-1526,"Wild Rose (Rosa sp.)","Rosa specio-1526","Plant Family","Shrub",LC,1265,3381,low
flora-1527,"Bramble/Raspberry (Rubus sp.)","Rubus specio-1527","Plant Family","Shrub/Climber",LC,1000,2645,low
flora-1528,"Primrose (Primula sp.)","Primula specio-1528","Plant Family","Alpine Herb",LC,1795,2576,low
flora-1529,"Rock Jasmine (Androsace sp.)","Androsace specio-1529","Plant Family","Alpine Herb",LC,1510,3597,low
flora-1530,"Gentian (Gentiana sp.)","Gentiana specio-1530","Plant Family","Alpine Herb",LC,2098,3590,low
flora-1531,"Catmint (Nepeta sp.)","Nepeta specio-1531","Plant Family","Herb",LC,1319,2672,low
flora-1532,"Sage (Salvia sp.)","Salvia specio-1532","Plant Family","Herb",LC,1455,2685,low
flora-1533,"Milkvetch (Astragalus sp.)","Astragalus specio-1533","Plant Family","Herb/Shrub",LC,1194,3236,low
flora-1534,"Sedge (Carex sp.)","Carex specio-1534","Plant Family","Sedge",LC,1000,2702,low
flora-1535,"Bog Sedge (Kobresia sp.)","Kobresia specio-1535","Plant Family","Sedge",LC,1152,3613,low
flora-1536,"Willow (Salix sp.)","Salix specio-1536","Plant Family","Tree/Shrub",LC,1000,1991,low
flora-1537,"Corydalis (Corydalis sp.)","Corydalis specio-1537","Plant Family","Herb",LC,1279,2856,low
flora-1538,"Lousewort (Pedicularis sp.)","Pedicularis specio-1538","Plant Family","Herb",LC,2224,3845,low
flora-1539,"Campion (Silene sp.)","Silene specio-1539","Plant Family","Herb",LC,1112,3195,low
flora-1540,"Willowherb (Epilobium sp.)","Epilobium specio-1540","Plant Family","Herb",LC,1458,3131,low
flora-1541,"Buttercup (Ranunculus sp.)","Ranunculus specio-1541","Plant Family","Herb",LC,1000,2128,low
flora-1542,"Monkshood (Aconitum sp.)","Aconitum specio-1542","Plant Family","Herb",LC,2018,3203,low
flora-1543,"Windflower (Anemone sp.)","Anemone specio-1543","Plant Family","Herb",LC,1205,3132,low
flora-1544,"Knotweed (Polygonum sp.)","Polygonum specio-1544","Plant Family","Herb",LC,1000,1816,low
flora-1545,"Barberry (Berberis sp.)","Berberis specio-1545","Plant Family","Shrub",LC,1002,3075,low
flora-1546,"Rhododendron (Rhododendron sp.)","Rhododendron specio-1546","Plant Family","Shrub/Tree",NT,2403,3417,low
flora-1547,"Pine (Pinus sp.)","Pinus specio-1547","Plant Family","Tree",LC,1000,3171,low
flora-1548,"Fir (Abies sp.)","Abies specio-1548","Plant Family","Tree",LC,1850,4290,low
flora-1549,"Spruce (Picea sp.)","Picea specio-1549","Plant Family","Tree",LC,1338,2388,low
flora-1550,"Juniper (Juniperus sp.)","Juniperus specio-1550","Plant Family","Tree/Shrub",VU,1783,3248,medium
flora-1551,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-1551","Plant Family","Herb/Shrub",LC,1438,2333,low
flora-1552,"Saw-wort (Saussurea sp.)","Saussurea specio-1552","Plant Family","Alpine Herb",LC,2704,4378,low
flora-1553,"Fescue Grass (Festuca sp.)","Festuca specio-1553","Plant Family","Grass",LC,1161,3080,low
flora-1554,"Bluegrass (Poa sp.)","Poa specio-1554","Plant Family","Grass",LC,1165,3271,low
flora-1555,"Feather Grass (Stipa sp.)","Stipa specio-1555","Plant Family","Grass",LC,1919,4108,low
flora-1556,"Cinquefoil (Potentilla sp.)","Potentilla specio-1556","Plant Family","Herb",LC,1757,4048,low
flora-1557,"Wild Rose (Rosa sp.)","Rosa specio-1557","Plant Family","Shrub",EN,1489,2810,high
flora-1558,"Bramble/Raspberry (Rubus sp.)","Rubus specio-1558","Plant Family","Shrub/Climber",LC,1000,2850,low
flora-1559,"Primrose (Primula sp.)","Primula specio-1559","Plant Family","Alpine Herb",LC,2392,3671,low
flora-1560,"Rock Jasmine (Androsace sp.)","Androsace specio-1560","Plant Family","Alpine Herb",LC,1924,3255,low
flora-1561,"Gentian (Gentiana sp.)","Gentiana specio-1561","Plant Family","Alpine Herb",NT,2318,2990,low
flora-1562,"Catmint (Nepeta sp.)","Nepeta specio-1562","Plant Family","Herb",NT,1218,3312,low
flora-1563,"Sage (Salvia sp.)","Salvia specio-1563","Plant Family","Herb",NT,1184,1730,low
flora-1564,"Milkvetch (Astragalus sp.)","Astragalus specio-1564","Plant Family","Herb/Shrub",LC,1134,2452,low
flora-1565,"Sedge (Carex sp.)","Carex specio-1565","Plant Family","Sedge",LC,1000,2471,low
flora-1566,"Bog Sedge (Kobresia sp.)","Kobresia specio-1566","Plant Family","Sedge",LC,1854,3522,low
flora-1567,"Willow (Salix sp.)","Salix specio-1567","Plant Family","Tree/Shrub",LC,1000,3387,low
flora-1568,"Corydalis (Corydalis sp.)","Corydalis specio-1568","Plant Family","Herb",EN,1907,4201,high
flora-1569,"Lousewort (Pedicularis sp.)","Pedicularis specio-1569","Plant Family","Herb",NT,2499,4505,low
flora-1570,"Campion (Silene sp.)","Silene specio-1570","Plant Family","Herb",LC,1390,3620,low
flora-1571,"Willowherb (Epilobium sp.)","Epilobium specio-1571","Plant Family","Herb",LC,1068,2716,low
flora-1572,"Buttercup (Ranunculus sp.)","Ranunculus specio-1572","Plant Family","Herb",LC,1000,2035,low
flora-1573,"Monkshood (Aconitum sp.)","Aconitum specio-1573","Plant Family","Herb",LC,1538,3414,low
flora-1574,"Windflower (Anemone sp.)","Anemone specio-1574","Plant Family","Herb",LC,1932,3336,low
flora-1575,"Knotweed (Polygonum sp.)","Polygonum specio-1575","Plant Family","Herb",VU,1000,3312,medium
flora-1576,"Barberry (Berberis sp.)","Berberis specio-1576","Plant Family","Shrub",NT,1095,1836,low
flora-1577,"Rhododendron (Rhododendron sp.)","Rhododendron specio-1577","Plant Family","Shrub/Tree",LC,2425,4808,low
flora-1578,"Pine (Pinus sp.)","Pinus specio-1578","Plant Family","Tree",LC,1000,3288,low
flora-1579,"Fir (Abies sp.)","Abies specio-1579","Plant Family","Tree",LC,1918,3724,low
flora-1580,"Spruce (Picea sp.)","Picea specio-1580","Plant Family","Tree",LC,1316,2424,low
flora-1581,"Juniper (Juniperus sp.)","Juniperus specio-1581","Plant Family","Tree/Shrub",EN,1120,2507,high
flora-1582,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-1582","Plant Family","Herb/Shrub",LC,1198,2300,low
flora-1583,"Saw-wort (Saussurea sp.)","Saussurea specio-1583","Plant Family","Alpine Herb",LC,2931,4230,low
flora-1584,"Fescue Grass (Festuca sp.)","Festuca specio-1584","Plant Family","Grass",LC,1295,2056,low
flora-1585,"Bluegrass (Poa sp.)","Poa specio-1585","Plant Family","Grass",LC,1392,2513,low
flora-1586,"Feather Grass (Stipa sp.)","Stipa specio-1586","Plant Family","Grass",VU,1204,2144,medium
flora-1587,"Cinquefoil (Potentilla sp.)","Potentilla specio-1587","Plant Family","Herb",LC,1970,3886,low
flora-1588,"Wild Rose (Rosa sp.)","Rosa specio-1588","Plant Family","Shrub",LC,1276,3651,low
flora-1589,"Bramble/Raspberry (Rubus sp.)","Rubus specio-1589","Plant Family","Shrub/Climber",LC,1000,2330,low
flora-1590,"Primrose (Primula sp.)","Primula specio-1590","Plant Family","Alpine Herb",NT,1199,2290,low
flora-1591,"Rock Jasmine (Androsace sp.)","Androsace specio-1591","Plant Family","Alpine Herb",LC,2876,3459,low
flora-1592,"Gentian (Gentiana sp.)","Gentiana specio-1592","Plant Family","Alpine Herb",NT,1100,2698,low
flora-1593,"Catmint (Nepeta sp.)","Nepeta specio-1593","Plant Family","Herb",LC,1338,2189,low
flora-1594,"Sage (Salvia sp.)","Salvia specio-1594","Plant Family","Herb",LC,1415,3466,low
flora-1595,"Milkvetch (Astragalus sp.)","Astragalus specio-1595","Plant Family","Herb/Shrub",LC,1232,3684,low
flora-1596,"Sedge (Carex sp.)","Carex specio-1596","Plant Family","Sedge",LC,1000,3351,low
flora-1597,"Bog Sedge (Kobresia sp.)","Kobresia specio-1597","Plant Family","Sedge",EN,2851,4208,high
flora-1598,"Willow (Salix sp.)","Salix specio-1598","Plant Family","Tree/Shrub",CR,1000,2561,critical
flora-1599,"Corydalis (Corydalis sp.)","Corydalis specio-1599","Plant Family","Herb",LC,1309,3389,low
flora-1600,"Lousewort (Pedicularis sp.)","Pedicularis specio-1600","Plant Family","Herb",LC,2074,4421,low
flora-1601,"Campion (Silene sp.)","Silene specio-1601","Plant Family","Herb",LC,1295,2581,low
flora-1602,"Willowherb (Epilobium sp.)","Epilobium specio-1602","Plant Family","Herb",LC,1047,3290,low
flora-1603,"Buttercup (Ranunculus sp.)","Ranunculus specio-1603","Plant Family","Herb",LC,1000,2560,low
flora-1604,"Monkshood (Aconitum sp.)","Aconitum specio-1604","Plant Family","Herb",NT,1550,3791,low
flora-1605,"Windflower (Anemone sp.)","Anemone specio-1605","Plant Family","Herb",VU,1084,2778,medium
flora-1606,"Knotweed (Polygonum sp.)","Polygonum specio-1606","Plant Family","Herb",VU,1000,2933,medium
flora-1607,"Barberry (Berberis sp.)","Berberis specio-1607","Plant Family","Shrub",NT,1459,2871,low
flora-1608,"Rhododendron (Rhododendron sp.)","Rhododendron specio-1608","Plant Family","Shrub/Tree",LC,1842,3798,low
flora-1609,"Pine (Pinus sp.)","Pinus specio-1609","Plant Family","Tree",VU,1000,3342,medium
flora-1610,"Fir (Abies sp.)","Abies specio-1610","Plant Family","Tree",LC,1547,2263,low
flora-1611,"Spruce (Picea sp.)","Picea specio-1611","Plant Family","Tree",LC,1323,1987,low
flora-1612,"Juniper (Juniperus sp.)","Juniperus specio-1612","Plant Family","Tree/Shrub",LC,2190,4501,low
flora-1613,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-1613","Plant Family","Herb/Shrub",LC,1294,3552,low
flora-1614,"Saw-wort (Saussurea sp.)","Saussurea specio-1614","Plant Family","Alpine Herb",LC,3095,4307,low
flora-1615,"Fescue Grass (Festuca sp.)","Festuca specio-1615","Plant Family","Grass",LC,1367,2971,low
flora-1616,"Bluegrass (Poa sp.)","Poa specio-1616","Plant Family","Grass",LC,1027,2275,low
flora-1617,"Feather Grass (Stipa sp.)","Stipa specio-1617","Plant Family","Grass",LC,1094,3068,low
flora-1618,"Cinquefoil (Potentilla sp.)","Potentilla specio-1618","Plant Family","Herb",LC,1680,2505,low
flora-1619,"Wild Rose (Rosa sp.)","Rosa specio-1619","Plant Family","Shrub",LC,1075,2281,low
flora-1620,"Bramble/Raspberry (Rubus sp.)","Rubus specio-1620","Plant Family","Shrub/Climber",LC,1000,1596,low
flora-1621,"Primrose (Primula sp.)","Primula specio-1621","Plant Family","Alpine Herb",NT,1899,4171,low
flora-1622,"Rock Jasmine (Androsace sp.)","Androsace specio-1622","Plant Family","Alpine Herb",LC,2043,3199,low
flora-1623,"Gentian (Gentiana sp.)","Gentiana specio-1623","Plant Family","Alpine Herb",LC,1126,2568,low
flora-1624,"Catmint (Nepeta sp.)","Nepeta specio-1624","Plant Family","Herb",LC,1153,3586,low
flora-1625,"Sage (Salvia sp.)","Salvia specio-1625","Plant Family","Herb",LC,1151,1835,low
flora-1626,"Milkvetch (Astragalus sp.)","Astragalus specio-1626","Plant Family","Herb/Shrub",LC,1165,2529,low
flora-1627,"Sedge (Carex sp.)","Carex specio-1627","Plant Family","Sedge",LC,1000,2291,low
flora-1628,"Bog Sedge (Kobresia sp.)","Kobresia specio-1628","Plant Family","Sedge",LC,1159,3485,low
flora-1629,"Willow (Salix sp.)","Salix specio-1629","Plant Family","Tree/Shrub",LC,1000,3331,low
flora-1630,"Corydalis (Corydalis sp.)","Corydalis specio-1630","Plant Family","Herb",LC,1406,3455,low
flora-1631,"Lousewort (Pedicularis sp.)","Pedicularis specio-1631","Plant Family","Herb",LC,2197,2840,low
flora-1632,"Campion (Silene sp.)","Silene specio-1632","Plant Family","Herb",VU,1310,2292,medium
flora-1633,"Willowherb (Epilobium sp.)","Epilobium specio-1633","Plant Family","Herb",LC,1047,1829,low
